formula,activity,"length, nm","width, nm","depth, nm",pol,surf,"Km, mM","Vmax, mM/s",ReactionType,"C min, mM","C max, mM","C(const), mM",Ccat(mg/mL),ph,"temp, °C",Zpotential,"SurfaceArea, m^2/g ",id
Fe3O4,peroxidase,25.0,25.0,25.0,,,0.001,0.001,H2O2+TMB,0.001,0.5,5.0,0.5,4,25.0,,,10827.0
CeVO4,superoxide dismutase,50.0,,,EDTA,,,,,,,,,12,180.0,19.7,110.1,10830.0
CeVO4,superoxide dismutase,100.0,,,EDTA,,,,,,,,,9,180.0,33.3,157.5,10831.0
CeVO4,superoxide dismutase,150.0,,,EDTA,,,,,,,,,10,180.0,27.6,149.8,10832.0
CeVO4,superoxide dismutase,,,,,,,,TMB+H2O2,,,0.3,,7.4,25.0,,,10833.0
CeVO4,superoxide dismutase,,,,,,,,TMB+H2O2,,,0.3,,7.4,25.0,,,10834.0
CeVO4,superoxide dismutase,,,,,,,,TMB+H2O2,,,0.3,,7.4,25.0,,,10835.0
MoS2-Au@Pt,peroxidase,,,,,CTAB,0.1,0.001,TMB+H2O2,0.0008,0.0544,,12.0,4.0,35.0,,,10836.0
MoS2-Au@Pt,peroxidase,,,,,CTAB,0.1,0.001,H2O2+TMB,0.0008,0.0544,,12.0,4.0,35.0,,,10837.0
Co4N,peroxidase,6000.0,,,,,0.243,,TMB+H2O2,1e-09,0.0008,30.0,0.002,4 units,25.0,,,10850.0
Co4N,peroxidase,6000.0,,,,,2.95,,H2O2+TMB,5e-06,0.0003,0.8,0.002,4 units,25.0,,,10851.0
CeO2,multi-activity,60.89,60.89,60.89,,,,,H2O2,,,,0.04,,25.0,,,10852.0
CeO2,multi-activity,60.89,60.89,60.89,,,,,O2^-,,,,0.2,,37.0,,,10853.0
Fe3O4,peroxidase,13.0,13.0,13.0,,,3.6e-05,0.00415,AU+H2O2,0.0006,0.008,2.5,1.0,7.0,37.0,-24.0,91.4,10861.0
Fe3O4,peroxidase,13.0,13.0,13.0,,,0.00017,0.00155,AU+H2O2,0.0006,0.008,2.5,1.0,7.0,37.0,-24.0,91.4,10862.0
Se,peroxidase,70.0,70.0,70.0,BSA,,,,,,,,,7.2,37.0,,,10865.0
Au,peroxidase,30.0,30.0,30.0,,,0.0251,0.0008369999999999,TMB+H2O2,1e-09,1e-08,500.0,,,25.0,36.5,,10877.0
Au,peroxidase,30.0,30.0,30.0,,,0.229,0.00714,H2O2+TMB,1e-09,1e-08,500.0,,,25.0,36.5,,10878.0
Au,peroxidase,25.0,25.0,25.0,,,0.0357,0.000102,TMB+H2O2,1e-09,1e-08,,,,25.0,,,10879.0
Au,peroxidase,25.0,25.0,25.0,,,0.46,0.0010099999999999,H2O2+TMB,1e-09,1e-08,,,,25.0,,,10880.0
Au,oxidase,5.0,5.0,5.0,poly(N-Vinylpyrrolidone),,,,TMB+H2O2,,,20.0,,7.4,25.0,,,10890.0
Au,oxidase,5.0,5.0,5.0,poly(N-Vinylpyrrolidone),,,,H2O2+TMB,,,20.0,,7.4,25.0,,,10891.0
Au,oxidase,5.0,5.0,5.0,poly(N-Vinylpyrrolidone),,0.1,0.001,TMB+H2O2,0.1,0.5,20.0,,7.4,25.0,,,10892.0
Au,oxidase,5.0,5.0,5.0,poly(N-Vinylpyrrolidone),,0.01,0.0001,ABTS+H2O2,0.01,2.5,20.0,,7.4,25.0,,,10893.0
Pt,oxidase,5.0,5.0,5.0,poly(N-Vinylpyrrolidone),,0.02,0.0002,ABTS+H2O2,0.02,5.0,20.0,,7.4,25.0,,,10894.0
Pt,catalase,5.0,5.0,5.0,poly(N-Vinylpyrrolidone),,,,H2O2,,,,,5-10,25.0,,,10895.0
Pt,,5.0,5.0,5.0,poly(N-Vinylpyrrolidone),,,,FMN+HCOOK,,,5000.0,,7.4,25.0,,,10896.0
Pd,,5.0,5.0,5.0,poly(N-Vinylpyrrolidone),,,,FMN+NaBH4,,,,,7.4,25.0,,,10897.0
Pd,reductase,5.0,5.0,5.0,poly(N-Vinylpyrrolidone),,,,p-NP+HCOOK,,,5000.0,,7.4,25.0,,,10898.0
Fe3O4,peroxidase,250.0,,,poly(N-Vinylpyrrolidone),,,,MB+H2O2,,,,,,55.0,,,10899.0
Fe3O4,peroxidase,250.0,,,poly(N-Vinylpyrrolidone),,,,H2O2+MB,,,,,,55.0,,,10900.0
Pt,peroxidase,65.09,65.09,65.09,mPEG-SH,CTAB,,,H2O2,,,1.0,,,,-3.84,,10922.0
Pt,peroxidase,115.6,115.6,115.6,mPEG-SH,CTAB,,,H2O2,,,1.0,,,,-3.84,,10923.0
Pt,peroxidase,1.26,1.26,1.26,,,0.237,0.00050378,TMB + H2O2,0.086,0.39,300.0,,4,40.0,-12.0,,10943.0
Pt,peroxidase,1.26,1.26,1.26,,,14.399,0.00018605,H2O2 + TMB,1.429,4.286,0.6,,4,40.0,-12.0,,10944.0
Fe7S8,peroxidase,,,,,,0.895,,H2O2+TMB,,,800.0,1.0,4.0,30.0,,,10950.0
Fe7S8,peroxidase,,,,,,0.548,,TMB+H2O2,,,10.0,1.0,4.0,30.0,,,10951.0
Se,peroxidase,55.0,55.0,55.0,,,,,GSH + H2O2,,,,,,,,,10962.0
Se,peroxidase,55.0,55.0,55.0,,,,,GSH + H2O2,,,,,,,,,10963.0
Au,peroxidase,55.0,55.0,55.0,,CTAB,,,H2O2,0.01,7.0,,,7.0,22.0,,,10977.0
Au,peroxidase,450.0,27.5,,,CTAB,,,H2O2,0.01,7.0,,,7.0,22.0,,,10978.0
Fe2O3,peroxidase,35.0,35.0,35.0,,,0.0887,9.7e-09,TMB+H2O2,0.0,0.32,80.0,0.1,4.0,25.0,,,10980.0
Fe2O3,peroxidase,35.0,35.0,35.0,,,157.19,1.284e-08,H2O2+TMB,0.0,80.0,0.08,0.1,4.0,25.0,,,10981.0
Fe3O4,peroxidase,100.0,100.0,100.0,,,,,TMB+H2O2,0.1,1.0,10.0,0.025,4,25.0,,,10982.0
Fe3O4,peroxidase,100.0,100.0,100.0,,,,,H2O2+TMB,1.0,10.0,1.0,0.025,4,25.0,,,10983.0
Pd,peroxidase,40.0,40.0,,poly(N-Vinylpyrrolidone),TBAB,0.1098,5.820000000000001e-08,TMB+H2O2,0.004,2.0,10.0,,4.5,25.0,,,10988.0
Pd,peroxidase,40.0,40.0,,poly(N-Vinylpyrrolidone),TBAB,4.398,6.51e-08,H2O2+TMB,0.004,2.0,0.5,,4.5,25.0,,,10989.0
Pd@Pt,peroxidase,40.0,40.0,,poly(N-Vinylpyrrolidone),TBAB,0.0865,6.228e-08,TMB+H2O2,0.004,2.0,10.0,,4.5,25.0,,,10990.0
Pd@Pt,peroxidase,40.0,40.0,,poly(N-Vinylpyrrolidone),TBAB,2.231,5e-08,H2O2+TMB,0.004,2.0,0.5,,4.5,25.0,,,10991.0
MoS2@Au,peroxidase,100.0,100.0,100.0,,,,,TMB+H2O2,0.001,0.1,,0.5,5,37.0,,,10995.0
MoS2@Au,peroxidase,100.0,100.0,100.0,,,,,H2O2+TMB,0.001,0.1,,0.5,5,37.0,,,10996.0
CeO2,catalase,12.0,12.0,12.0,,,,,H2O2,,,,,,,-22.8,,10997.0
C7H9NO3Se,peroxidase,,,,,,0.2,1.7581666666666669,GSH+H2O2,0.125,3.0,0.8,,7.5,,,,11018.0
C7H9NO3Se,peroxidase,,,,,,9.25,17.829666666666665,H2O2+GSH,0.2,1.2,1.0,,7.5,,,,11019.0
Se,peroxidase,,,,,,,,H2O2+TMB,,,0.0005,,,36.5,,,11024.0
Se,peroxidase,,,,,,,,TMB+H2O2,,,3.1e-05,,,36.5,,,11025.0
Fe3O4,peroxidase,,,,,,0.811,5.139,TMB+H2O2,0.01,0.1,250.0,0.3,4,25.0,,,11036.0
Fe3O4,peroxidase,,,,,,0.025,9.409,H2O2+TMB,1.0,10.0,1.0,0.3,4,25.0,,,11037.0
Eu2O2S,peroxidase,10.0,10.0,0.3,,oleic acid,0.034,0.000522,H2O2+TMB,3.0,80.0,10.0,,4.0,40.0,,121.99,11045.0
Eu2O2S,peroxidase,10.0,10.0,0.3,,oleic acid,30.11,0.001809,TMB+H2O2,2.0,30.0,25.0,,4.0,40.0,,121.99,11046.0
Eu2O2S,peroxidase,13.0,13.0,13.0,,trioctylphosphine,0.14,0.000683,H2O2+TMB,3.0,80.0,10.0,,4.0,40.0,,68.69,11047.0
Eu2O2S,peroxidase,13.0,13.0,13.0,,trioctylphosphine,142.34,0.004488,TMB+H2O2,2.0,30.0,25.0,,4.0,40.0,,68.69,11048.0
Eu2O2S,peroxidase,3.0,7.0,,,,0.182,0.000679,H2O2+TMB,3.0,80.0,10.0,,4.0,40.0,,60.91,11049.0
Eu2O2S,peroxidase,3.0,7.0,,,,195.48,0.00382,TMB+H2O2,2.0,30.0,25.0,,4.0,40.0,,60.91,11050.0
Eu2O3,peroxidase,,,,,,0.27,0.000787,H2O2+TMB,3.0,80.0,10.0,,4.0,40.0,,170.0,11051.0
Eu2O3,peroxidase,,,,,,211.59,0.004366,TMB+H2O2,2.0,30.0,25.0,,4.0,40.0,,170.0,11052.0
Pt,peroxidase,40.0,40.0,40.0,poly(N-Vinylpyrrolidone),Sodium citrate,0.174,0.00101,TMB+H2O2,0.02,0.5,100.0,0.019,4,25.0,,,11053.0
Pt,peroxidase,40.0,40.0,40.0,poly(N-Vinylpyrrolidone),Sodium citrate,82.7,0.00177,H2O2+TMB,10.0,100.0,0.5,0.019,4,25.0,,,11054.0
AuPd/C,peroxidase,15.7,15.7,15.7,,,,,H2O2+TMB,0.005,4.0,10.0,,4.0,37.0,,,11059.0
AuPd/C,peroxidase,15.7,15.7,15.7,,,0.0016,,TMB+H2O2,0.005,4.0,10.0,,4.0,37.0,,,11060.0
NaF,peroxidase,,,,,,,,H2O2+TMB,,,,,5.5,37.0,,,11063.0
NH4F,peroxidase,,,,,,,,H2O2+TMB,,,,,5.5,37.0,,,11064.0
CaF2,peroxidase,,,,,,,,H2O2+TMB,,,,,5.5,37.0,,,11065.0
SnF2,peroxidase,,,,,,,,H2O2+TMB,,,,,5.5,37.0,,,11067.0
TiF4,peroxidase,,,,,,,,H2O2+TMB,,,,,5.5,37.0,,,11068.0
Fe,peroxidase,5500.0,35.0,,poly(N-Vinylpyrrolidone),,0.095,,TMB+H2O2,0.09,,10.0,,3,40.0,,,11080.0
Fe,peroxidase,5500.0,35.0,,poly(N-Vinylpyrrolidone),,0.47,,H2O2+TMB,0.09,,0.09,,3,40.0,,,11081.0
Na2SeO3,peroxidase,,,,,,1.4,0.01,H2O2+TMB,0.01,1.0,28.3,,7,27.0,,,11084.0
Na2SeO3,peroxidase,,,,,,1.4,0.01,TMB+H2O2,0.01,1.0,28.3,,7,27.0,,,11085.0
CeVO4,superoxide dismutase,50.0,,,EDTA,,0.001,0.001,TMB+H2O2,0.001,0.01,0.1,,7.4,25.0,19.7,110.1,11086.0
CeVO4,superoxide dismutase,100.0,,,EDTA,,0.001,0.001,TMB+H2O2,0.001,0.01,0.1,,7.4,25.0,33.3,157.5,11087.0
CeVO4,superoxide dismutase,150.0,,,EDTA,,0.001,0.001,TMB+H2O2,0.001,0.01,0.1,,7.4,25.0,27.6,149.8,11088.0
Cu2O/Au,peroxidase,800.0,800.0,800.0,,,,,TMB+H2O2,0.25,1.5,50.0,,4,25.0,,,11091.0
Cu2O/Au,peroxidase,800.0,800.0,800.0,poly(N-Vinylpyrrolidone),,,,H2O2+TMB,40.0,120.0,0.5,,4,25.0,,,11092.0
Ni-CuAu,peroxidase,800.0,800.0,800.0,poly(N-Vinylpyrrolidone),,0.02,0.001,TMB+H2O2,0.25,1.5,50.0,,4,25.0,,,11093.0
Ni-CuAu,peroxidase,800.0,800.0,800.0,poly(N-Vinylpyrrolidone),,0.04,0.001,H2O2+TMB,40.0,120.0,0.5,,4,25.0,,,11094.0
CoFe2O4,peroxidase,15.0,15.0,15.0,chitosan,,,,luminol + H2O2,1.0000000000000002e-06,0.004,0.01,0.00642,10.41,25.0,45.8,,11125.0
MoS2,peroxidase,,,,,,,,H2O2+TMB,0.2,1.0,450.0,,7.0,25.0,,,11126.0
MoS2,peroxidase,,,,,,,,TMB+H2O2,0.2,1.0,500.0,,7.0,25.0,,,11127.0
Au@TiO2,peroxidase,5.5,5.5,5.5,,,0.14,0.000167,H2O2+TMB,0.1,10.0,2.0,0.005,3.5,60.0,,,11145.0
Au@TiO2,peroxidase,5.5,5.5,5.5,,,0.22,0.000167,TMB+H2O2,0.1,0.8,4.0,0.005,3.5,60.0,,,11146.0
Au,peroxidase,30.2,11.0,,,CTAB,0.25641,0.0005208333333333,TMB+H2O2,0.1,1.0,6000.0,,6-10,25.0,,,11171.0
Au,peroxidase,30.2,11.0,,,CTAB,0.25641,0.0005208333333333,H2O2+TMB,0.1,1.0,0.75,,6-10,25.0,,,11172.0
Au,peroxidase,1.9,1.9,1.9,,CTAB,0.0407,0.0002589999999999,TMB+H2O2,0.001,0.1,50.0,0.01,4,35.0,,539.0,11176.0
Au,peroxidase,1.9,1.9,1.9,,CTAB,0.0407,0.0002589999999999,H2O2+TMB,0.001,0.1,50.0,0.01,4,35.0,,539.0,11177.0
ZrO2,peroxidase,,,,,,62.2,,OPD+H2O2,0.0,1.2,300.0,1.3,4,,,,11182.0
ZrO2,catalase,,,,,,,,H2O2,0.0,60.0,,,5.3,,,,11183.0
Fe3O4,peroxidase,100.0,100.0,100.0,,,1.39,11.6,TMB+H2O2,0.005,1.0,5.0,0.01,4.0,50.0,,92.0,11185.0
Fe3O4,peroxidase,100.0,100.0,100.0,,,0.103,10.1,H2O2+TMB,0.005,1.0,0.5,0.01,4.0,50.0,,92.0,11186.0
CoNi2S4,peroxidase,30.0,30.0,30.0,,Ethylene glycol,1.247,6.92e-05,TMB+H2O2,0.1,0.9,10.0,0.3,4,35.0,,,11187.0
CoNi2S4,peroxidase,30.0,30.0,30.0,,Ethylene glycol,0.821,0.0006831,H2O2+TMB,1.0,9.0,1.0,0.3,4,35.0,,,11188.0
Na2SeO3,,,,,,,,,,,,,,,37.0,,,11207.0
MoS2-Au,peroxidase,6.0,6.0,6.0,,,0.05,0.0001,TMB+H2O2,0.02,0.2,50.0,0.02,4.0,25.0,,,11212.0
MoS2-Au,peroxidase,6.0,6.0,6.0,,,0.03,0.0001,H2O2+TMB,50.0,50.0,0.15,0.02,4.0,25.0,,,11213.0
Pt,peroxidase,4.4,4.4,4.4,,,1.14,3.1e-05,TMB+H2O2,0.0625,0.5,1.0,,4,35.0,-12.7,,11214.0
Pt,peroxidase,4.4,4.4,4.4,,,0.1274,2e-05,H2O2+TMB,0.25,10.0,0.25,,4,35.0,-12.7,,11215.0
V2O5,peroxidase,,,,,,,,,,,,,,,,,11249.0
Au,peroxidase,17.0,17.0,17.0,,,0.69,0.000454,H2O2+TMB,0.0,10.0,300.0,,4.5,30.0,-3.78,,11252.0
Au,peroxidase,17.0,17.0,17.0,,,0.00015966,0.0005966,TMB+H2O2,0.0,300.0,10.0,,4.5,30.0,-3.78,,11253.0
Au,peroxidase,17.0,17.0,17.0,,,8.601999999999999e-05,0.0002603,H2O2+TMB,0.0,10.0,300.0,,4.5,30.0,-3.78,,11254.0
Au,peroxidase,17.0,17.0,17.0,,,0.57,0.0002246,TMB+H2O2,0.0,300.0,10.0,,4.5,30.0,-3.78,,11255.0
Na2SeO3,peroxidase,,,,,,,,H2O2+TMB,,,,,,,,,11274.0
Na2SeO3,peroxidase,,,,,,,,TMB+H2O2,,,,,,,,,11275.0
Au,oxidase,1.0,1.0,1.0,,,,,CO,,,,,,,,,11277.0
Au,oxidase,2.0,2.0,2.0,,,,,CO,,,,,,,,,11278.0
Au,oxidase,3.0,3.0,3.0,,,,,CO,,,,,,,,,11279.0
Au,oxidase,1.0,1.0,1.0,,,,,CO,,,,,,,,,11280.0
Au,oxidase,2.0,2.0,2.0,,,,,CO,,,,,,,,,11281.0
Au,oxidase,3.0,3.0,3.0,,,,,CO,,,,,,,,,11282.0
Au,oxidase,1.0,1.0,1.0,,,,,CO,,,,,,,,,11283.0
Au,oxidase,2.0,2.0,2.0,,,,,CO,,,,,,,,,11284.0
Au,oxidase,3.0,3.0,3.0,,,,,CO,,,,,,,,,11285.0
Fe3O4,peroxidase,80.0,80.0,80.0,poly(ethylene glycol),,1.5,0.002,TMB+H2O2,0.0,50.0,20.0,,5.5,37.0,,,11305.0
Fe3O4,peroxidase,80.0,80.0,80.0,poly(ethylene glycol),,1.5,0.002,TMB+H2O2,0.0,50.0,20.0,,5.5,50.0,,,11306.0
Fe3O4@Bi2S3,peroxidase,342.0,342.0,342.0,poly(ethylene glycol),,1.5,0.002,TMB+H2O2,0.0,50.0,20.0,,5.5,37.0,-17.0,,11307.0
Fe3O4@Bi2S3,peroxidase,342.0,342.0,342.0,poly(ethylene glycol),,1.5,0.002,TMB+H2O2,0.0,50.0,20.0,,5.5,50.0,-17.0,,11308.0
Fe3O4@Bi2S3,peroxidase,342.0,342.0,342.0,poly(ethylene glycol),,1.5,0.002,H2O2+TMB,0.0,50.0,20.0,,5.5,37.0,-17.0,,11309.0
Fe3O4@Bi2S3,peroxidase,342.0,342.0,342.0,poly(ethylene glycol),,1.5,0.002,H2O2+TMB,0.0,50.0,20.0,,5.5,50.0,-17.0,,11310.0
Se,peroxidase,,,,,,,,,,,,,,,,,11322.0
Se,peroxidase,,,,,,,,,,,,,,,,,11323.0
CuO-Au,peroxidase,3.1,3.1,3.1,,Sodium citrate,4.08,,TMB+H2O2,0.0,8.0,10.0,,4,25.0,-41.0,,11328.0
CuO-Au,peroxidase,3.1,3.1,3.1,,Sodium citrate,3.54,,H2O2+TMB,0.0,12.0,1.0,,4,25.0,-41.0,,11329.0
Ag-Au,peroxidase,42.8,42.8,42.8,poly(N-Vinylpyrrolidone),,0.33,0.0003599999999999,TMB+H2O2,0.001,1.0,1000.0,,4.0,25.0,,,11334.0
Ag-Au,peroxidase,42.8,42.8,42.8,poly(N-Vinylpyrrolidone),,180.00000000000003,0.0002299999999999,H2O2+TMB,100.0,1000.0,1.0,,4.0,25.0,,,11335.0
Ag-Au,peroxidase,42.8,42.8,42.8,poly(N-Vinylpyrrolidone),,0.15,0.00014,TMB+H2O2,0.001,1.0,1000.0,,4.0,25.0,,,11336.0
Ag-Au,peroxidase,42.8,42.8,42.8,poly(N-Vinylpyrrolidone),,77.0,0.0002399999999999,H2O2+TMB,100.0,1000.0,1.0,,4.0,25.0,,,11337.0
Au,peroxidase,16.7,16.7,16.7,,,,,TMB+H2O2,,,100.0,0.01,3.54 - 6.4,32.0,,,11343.0
Au,peroxidase,30.0,,,,,,,TMB+H2O2,,,100.0,0.01,,32.0,,,11344.0
Fe3O4,peroxidase,10.0,10.0,10.0,,,1.13,1.8e-07,TMB+H2O2,0.14,0.68,0.098,,4,25.0,,,11356.0
Fe3O4,peroxidase,10.0,10.0,10.0,,,0.12,1.7e-07,H2O2+TMB,0.005,0.5,0.55,,4,25.0,,,11357.0
Fe3O4,peroxidase,10.0,10.0,10.0,,,0.52,9.300000000000001e-08,TMB+H2O2,0.14,0.68,0.098,,4,25.0,,,11358.0
Fe3O4,peroxidase,10.0,10.0,10.0,,,0.21,1.9e-07,H2O2+TMB,0.005,0.5,0.55,,4,25.0,,,11359.0
Fe3O4,peroxidase,10.0,10.0,10.0,,,0.97,1.3999999999999998e-07,TMB+H2O2,0.14,0.68,0.098,,4,25.0,,,11360.0
Fe3O4,peroxidase,10.0,10.0,10.0,,,0.084,1.2e-07,H2O2+TMB,0.005,0.5,0.55,,4,25.0,,,11361.0
C,peroxidase,32.0,37.5,32.0,,,3.52,3.09e-05,H2O2+TMB,0.5,500.0,2.5,0.1,4,40.0,,410.0,11374.0
C,peroxidase,32.0,37.5,32.0,,,0.42,1.58e-05,TMB+H2O2,0.05,2.0,50.0,0.1,4,40.0,,410.0,11375.0
CeO2,catalase,9.0,9.0,9.0,,,,,H2O2,0.0,30.0,,0.02,7.4,45.0,,,11395.0
CeO2,catalase,9.0,9.0,9.0,,,,,H2O2,0.0,30.0,,0.02,4-12,45.0,,,11396.0
Co3O4,peroxidase,4.3,4.3,4.3,,,0.015,2.6200000000000003e-05,TMB+H2O2,0.0,0.8,5.0,,4.4,30.0,,27.31,11397.0
Co3O4,peroxidase,4.3,4.3,4.3,,,3.06,6.71e-05,H2O2+TMB,0.0,8.0,0.5,,4.4,30.0,,27.31,11398.0
Co3O4,peroxidase,4.3,4.3,4.3,,,0.08,2.16e-05,TMB+H2O2,0.0,0.8,5.0,,4.4,30.0,,25.05,11399.0
Co3O4,peroxidase,4.3,4.3,4.3,,,4.66,4.87e-05,H2O2+TMB,0.0,8.0,0.5,,4.4,30.0,,25.05,11400.0
Co3O4,peroxidase,4.3,4.3,4.3,,,0.104,9.9e-06,TMB+H2O2,0.0,0.8,5.0,,4.4,30.0,,17.74,11401.0
Co3O4,peroxidase,4.3,4.3,4.3,,,5.93,1.73e-05,H2O2+TMB,0.0,8.0,0.5,,4.4,30.0,,17.74,11402.0
Au,peroxidase,13.0,13.0,13.0,,,0.01,0.0001666666666666,AUR+H2O2,0.004,0.1,2.5,1.0,7.5,37.0,,,11409.0
Au,peroxidase,13.0,13.0,13.0,,,0.01,0.0001666666666666,H2O2+AUR,2.5,2.5,0.1,1.0,7.5,37.0,,,11410.0
Pt,peroxidase,6.0,6.0,6.0,,,0.01,0.0001666666666666,AUR+H2O2,0.004,0.1,2.5,1.0,7.5,37.0,,,11411.0
Pt,peroxidase,6.0,6.0,6.0,,,0.01,0.0001666666666666,H2O2+AUR,2.5,2.5,0.1,1.0,7.5,37.0,,,11412.0
Au,peroxidase,,,,BSA,,0.01,0.0001666666666666,AUR+H2O2,0.004,0.1,2.5,1.0,7.5,37.0,,,11413.0
Au,peroxidase,,,,BSA,,0.01,0.0001666666666666,H2O2+AUR,2.5,2.5,0.1,1.0,7.5,37.0,,,11414.0
Fe3O4,peroxidase,13.0,13.0,13.0,,,0.01,0.0001666666666666,AUR+H2O2,0.004,0.1,2.5,1.0,7.5,37.0,,,11415.0
Fe3O4,peroxidase,13.0,13.0,13.0,,,0.01,0.0001666666666666,H2O2+AUR,2.5,2.5,0.1,1.0,7.5,37.0,,,11416.0
MoO2,peroxidase,30.0,30.0,30.0,,,0.014,4.1e-06,H2O2+TMB,0.02,0.08,0.8,0.026,4.0,25.0,,,11429.0
MoO2,peroxidase,30.0,30.0,30.0,,,8.85,5.2e-05,TMB+H2O2,0.8,1.6,0.02,0.026,4.0,25.0,,,11430.0
Fe4[Fe(CN)6]3,catalase,10.0,10.0,10.0,,,0.1,0.01,H2O2,0.01,1.0,,,7,37.0,,,11434.0
Fe4[Fe(CN)6]3,catalase,10.0,10.0,10.0,,,0.1,0.01,glucose+H2O2,,,,,7,37.0,,,11435.0
NiCo2S4,peroxidase,570.0,570.0,570.0,,,0.3,34.86,TMB+H2O2,0.01,0.1,25.0,,4,25.0,,18.3031,11436.0
NiCo2S4,peroxidase,570.0,570.0,570.0,,,4.5,4.32,H2O2+TMB,1.0,10.0,0.1,,4,25.0,,18.3031,11437.0
K4[Fe(CN)6],oxidase,31.4,31.4,31.4,poly(N-Vinylpyrrolidone),,,,AA+H2O2,,,5.0,,7.4,25.0,,,11439.0
K4[Fe(CN)6],oxidase,31.4,31.4,31.4,poly(N-Vinylpyrrolidone),,,,H2O2+AA,,,5.0,,7.4,25.0,,,11440.0
K4[Fe(CN)6],peroxidase,31.4,31.4,31.4,poly(N-Vinylpyrrolidone),,,,AA+H2O2,,,5.0,,7.4,25.0,,,11441.0
K4[Fe(CN)6],peroxidase,31.4,31.4,31.4,poly(N-Vinylpyrrolidone),,,,H2O2+AA,,,5.0,,7.4,25.0,,,11442.0
Pt,peroxidase,220.0,15.0,,,CTAB,0.0186,0.0001178999999999,TMB+H2O2,,,150.0,0.001,4.0,20.0,,,11447.0
Pt,peroxidase,220.0,15.0,,,CTAB,155.0,0.0002466,H2O2+TMB,,,0.13,0.001,4.0,20.0,,,11448.0
Co3O4,peroxidase,50.0,50.0,50.0,,,,,H2O2,,,,,8.2,60.0,,,11451.0
NaC7H6NO4,peroxidase,,,,,,,,H2O2+TMB,0.01,1.0,1.0,,7.6,25.0,,,11464.0
NaC6H4NO3,peroxidase,,,,,,,,H2O2+TMB,0.01,1.0,1.0,,7.6,25.0,,,11465.0
NaC6H4NO3,peroxidase,,,,,,,,H2O2+TMB,0.01,1.0,1.0,,7.6,25.0,,,11466.0
Pt,peroxidase,4.0,4.0,4.0,Poly(vinyl alcohol),,,,TMB + H2O2,0.0,1.0,10.0,3e-06,,25.0,,,11478.0
Pt,peroxidase,4.0,4.0,4.0,Poly(vinyl alcohol),,0.001,0.0001,H2O2 + TMB,0.0,10.0,1.0,3e-06,,25.0,,,11479.0
MnP,peroxidase,,,,,,0.1,0.001,Mn2+ + H2O2,,,0.1,,4.5,25.0,,,11495.0
MnP,peroxidase,,,,,,0.1,0.001,H2O2 + Mn2+,,,1.0,,4.5,25.0,,,11496.0
Au,peroxidase,10.0,10.0,10.0,,,0.1,0.01,H2O2+TMB,0.01,1.5,1.5,,7.0,22.0,,,11497.0
Au,peroxidase,10.0,10.0,10.0,,,0.1,0.01,TMB+H2O2,0.01,1.5,1.5,,7.0,22.0,,,11498.0
NiCo2O4,peroxidase,100.0,100.0,100.0,,,0.0127,9.99e-06,H2O2+TMB,0.01,0.1,10.0,0.02,4,37.0,,115.0,11510.0
NiCo2O4,peroxidase,100.0,100.0,100.0,,,0.0127,9.99e-06,TMB+H2O2,0.01,0.1,10.0,0.02,4,37.0,,115.0,11511.0
NiCo2O4,oxidase,100.0,100.0,100.0,,,0.127,9.99e-06,TMB,0.01,0.1,,0.02,4,37.0,,115.0,11512.0
C,peroxidase,5.0,5.0,5.0,,,,,TMB+H2O2,,,1.0,0.08,3.5,30.0,,,11515.0
CeVO4,oxidase,15.0,15.0,15.0,,,21.25,,Cyt c + O2,,,0.01,,7.0,25.0,,,11522.0
CeVO4,oxidase,35.0,35.0,35.0,,,11.19,,Cyt c + O2,,,0.01,,7.0,25.0,,,11523.0
CeVO4,oxidase,10.0,10.0,10.0,,,5.99,,Cyt c + O2,,,0.01,,7.0,25.0,,,11524.0
CeVO4,superoxide dismutase,15.0,15.0,15.0,,,,,Xanthine + Xanthine oxidase,,,,,7.4,25.0,,,11525.0
CeVO4,superoxide dismutase,35.0,35.0,35.0,,,,,Xanthine + Xanthine oxidase,,,,,7.4,25.0,,,11526.0
CeVO4,superoxide dismutase,10.0,10.0,10.0,,,,,Xanthine + Xanthine oxidase,,,,,7.4,25.0,,,11527.0
CeO2,multi-activity,3.0,3.0,3.0,,Oleylamine,,,H2O2,,,,,,25.0,,,11545.0
CeO2,multi-activity,10.0,10.0,10.0,DSPE-mPEG,Oleylamine,,,H2O2,,,,,,25.0,,,11546.0
CeO2,multi-activity,10.0,10.0,10.0,DSPE-mPEG,Oleylamine,0.01,0.01,H2O2,,,,,,25.0,,,11547.0
CeO2,multi-activity,10.0,10.0,10.0,DSPE-mPEG,Oleylamine,0.01,0.01,H2O2,,,,,,25.0,,,11548.0
CeO2,multi-activity,10.0,10.0,10.0,DSPE-mPEG,Oleylamine,0.01,0.01,H2O2,,,,,,25.0,,,11549.0
CeO2,multi-activity,10.0,10.0,10.0,DSPE-mPEG,Oleylamine,0.01,0.01,H2O2,,,,,,25.0,,,11550.0
CeO2,oxidase,4.3,4.3,4.3,poly(acrylic acid),,0.000194,,DOPA,0.05,1.5,,0.015,25 mM citric acid buffer,45.0,,,11551.0
CeO2,oxidase,4.3,4.3,4.3,poly(acrylic acid),,0.000424,,DOPA,0.05,1.5,,0.015,25 mM citric acid buffer,45.0,,,11552.0
